Q1_Age,Q2_Gender,Q3_Country,Q4_Education,Q5_MonthlyIncome,Q6_HouseholdSize,Q7_EmploymentStatus,Q8_SportsCount,Q9_SportsPractised,Q10_HoursPerWeek,Q11_Competitiveness,Q12_SportsIdentity,Q13_SpendLast12Months,Q14_FreqBuyOnline,Q15_FreqBuyStore,Q16_OnlineFactorRanking,Q17_BrandsBought,Q18_MaxDeliveryWindow,Q19_BiggestFrustration,Q20_SatisfactionMultiBrand,Q21_SustainabilityImportance,Q22_CartAbandonDueSplit,Q23_WaitSinglePackage,Q24_IssueRanking,Q25_AppealSingleCart,Q26_InterestAlgoBrand,Q27_LikelihoodBundleDeals,Q28_InterestPersonalDiscount,Q29_AppealEmpathyDelivery,Q30_LikelihoodSustainScore,Q31_PrimaryDownloadDriver,Q32_DeliveryMaxAllBrands,Q33_MinDiscountSwitch,Q34_PremiumMembershipFee,Q35_InstallLikelihoodPct,Q36_RecommendNPS,Q37_EnjoyNewApps,Q38_QualityOverDiscount,Q39_ShareFitnessSocial,Q40_SustainabilityInfluence,Q41_PrimaryMotivation,Q42_FrustrationText,Q43_ChangeDeliveryText,Q44_DeviceType,Q45_CompletionTimeSec,HighIntent
32,Female,Australia,Master’s degree,5384.0,3,Student,2,"Football/Soccer,Gym/Fitness",12.5,5,4,2680.0,Occasionally,Occasionally,"Speed of delivery,Price,Sustainability,Brand,Easy returns,Customer reviews,Style","Adidas,Nike,Under Armour,Lululemon",More than 2 weeks,Difficult returns,2,4,No,No,"Split shipments,Poor tracking updates,High shipping fees,Slow delivery,Limited eco-friendly options",4,4,4,4,5,4,Single-cart checkout,More than 2 weeks,25,249.0,36.2,4,4,3,4,5,Competition / performance,Sizing charts are confusing.,Offer faster standard shipping.,Smartphone,144,0
29,Male,France,Master’s degree,8617.0,6,Student,3,"Yoga/Pilates,Cycling,Basketball",8.3,3,3,3866.0,Rarely,Occasionally,"Price,Brand,Customer reviews,Sustainability,Speed of delivery,Easy returns,Style","Nike,Puma",4–7 days,High prices,4,5,Yes,No,"Poor tracking updates,Split shipments,Slow delivery,High shipping fees,Limited eco-friendly options",4,4,4,5,4,4,Something else,More than 2 weeks,0,54.0,100.0,10,3,3,4,5,Competition / performance,Sizing charts are confusing.,Make packaging eco-friendly.,Smartphone,193,1
28,Female,US,Bachelor’s degree,2671.0,2,Other,2,"Basketball,Cycling",7.1,3,2,7432.0,Occasionally,Occasionally,"Sustainability,Price,Brand,Speed of delivery,Easy returns,Customer reviews,Style","Adidas,Under Armour,Nike",2–3 days,Long delivery times,5,1,Yes,Yes,"Slow delivery,Split shipments,High shipping fees,Limited eco-friendly options,Poor tracking updates",4,1,4,4,4,3,Flexible delivery,4–7 days,25,119.0,94.7,9,4,3,4,4,Overall health,Sizing charts are confusing.,Offer faster standard shipping.,Laptop or desktop computer,138,1
35,Male,Australia,Master’s degree,4082.0,4,Full-time employee,3,"Swimming,Yoga/Pilates,Football/Soccer",6.5,5,4,4704.0,Frequently,Rarely,"Sustainability,Price,Brand,Customer reviews,Speed of delivery,Easy returns,Style","Decathlon,Lululemon",2–3 days,High prices,4,4,No,Maybe,"Poor tracking updates,Slow delivery,High shipping fees,Split shipments,Limited eco-friendly options",3,2,5,2,4,3,Product sustainability information,2–3 days,15,20.0,100.0,10,4,1,3,5,Appearance / aesthetics,Shipping costs are high.,Offer faster standard shipping.,Smartphone,386,1
36,Female,India,High-school diploma / equivalent,5943.0,4,Self-employed / freelancer,1,Running/Jogging,6.9,5,5,12352.0,Frequently,Occasionally,"Brand,Sustainability,Price,Customer reviews,Speed of delivery,Easy returns,Style","Puma,Under Armour",More than 2 weeks,Lack of sustainability info,4,2,Yes,Maybe,"Poor tracking updates,Split shipments,Slow delivery,Limited eco-friendly options,High shipping fees",5,2,4,4,3,5,Single-cart checkout,No preference,20,39.0,64.5,9,4,3,4,3,Appearance / aesthetics,Shipping costs are high.,Make packaging eco-friendly.,Laptop or desktop computer,151,0
26,Male,US,Bachelor’s degree,7788.0,4,Full-time employee,1,Cycling,4.9,4,3,2423.0,Frequently,Never,"Style,Brand,Speed of delivery,Easy returns,Customer reviews,Sustainability,Price","Puma,Under Armour,Local/Other",1 day,Other,4,3,Yes,No,"Limited eco-friendly options,Split shipments,Poor tracking updates,High shipping fees,Slow delivery",3,4,4,2,5,5,Single-cart checkout,2–3 days,25,61.0,32.2,1,5,5,5,5,Overall health,Shipping costs are high.,Make packaging eco-friendly.,Laptop or desktop computer,385,0
25,Male,Brazil,Bachelor’s degree,3903.0,5,Full-time employee,3,"Swimming,Yoga/Pilates,Running/Jogging",7.2,1,1,15533.0,Always,Always,"Sustainability,Customer reviews,Style,Price,Brand,Speed of delivery,Easy returns","Decathlon,Under Armour",4–7 days,Limited sizing,3,5,No,No,"Split shipments,High shipping fees,Slow delivery,Limited eco-friendly options,Poor tracking updates",3,5,5,2,1,1,Single-cart checkout,4–7 days,20,169.0,88.4,6,5,4,4,3,Stress relief / mental health,Shipping costs are high.,Make packaging eco-friendly.,Smartphone,358,0
28,Female,France,High-school diploma / equivalent,3652.0,5,Student,2,"Swimming,Cycling",7.9,3,2,1935.0,Occasionally,Rarely,"Price,Speed of delivery,Easy returns,Brand,Customer reviews,Sustainability,Style","Under Armour,Adidas,Nike,Decathlon",1–2 weeks,Limited sizing,2,4,No,Yes,"Slow delivery,Poor tracking updates,Split shipments,High shipping fees,Limited eco-friendly options",4,4,4,3,4,4,Personalised offers & discounts,4–7 days,20,30.0,100.0,10,3,4,4,5,Appearance / aesthetics,Shipping costs are high.,Offer faster standard shipping.,Laptop or desktop computer,345,1
16,Male,Germany,Bachelor’s degree,1923.0,2,Full-time employee,3,"Basketball,Running/Jogging,Football/Soccer",13.0,4,4,1709.0,Always,Rarely,"Customer reviews,Price,Brand,Speed of delivery,Sustainability,Easy returns,Style","Adidas,Decathlon",1 day,High prices,3,1,No,Yes,"Slow delivery,High shipping fees,Split shipments,Poor tracking updates,Limited eco-friendly options",4,5,5,2,3,4,Single-cart checkout,1–2 weeks,25,26.0,96.0,8,2,5,2,5,Competition / performance,Shipping costs are high.,Make packaging eco-friendly.,Smartphone,234,1
18,Male,UAE,Master’s degree,4508.0,5,Part-time employee,4,"Yoga/Pilates,Basketball,Cycling,Football/Soccer",11.3,4,3,5052.0,Occasionally,Always,"Speed of delivery,Sustainability,Easy returns,Brand,Price,Customer reviews,Style",Under Armour,4–7 days,High prices,1,4,No,Yes,"Slow delivery,Limited eco-friendly options,Poor tracking updates,Split shipments,High shipping fees",3,1,5,5,4,4,Single-cart checkout,4–7 days,15,5.0,100.0,8,5,3,5,5,Overall health,Sizing charts are confusing.,Offer faster standard shipping.,Smartphone,163,1
41,Male,UK,Less than high-school,12347.0,3,Full-time employee,0,,3.5,3,4,4014.0,Occasionally,Occasionally,"Brand,Sustainability,Price,Speed of delivery,Easy returns,Style,Customer reviews","Adidas,Local/Other",More than 2 weeks,Other,4,4,Yes,Yes,"Split shipments,High shipping fees,Slow delivery,Poor tracking updates,Limited eco-friendly options",5,4,3,4,3,4,Single-cart checkout,4–7 days,20,58.0,7.4,2,3,4,4,5,Overall health,Sizing charts are confusing.,Make packaging eco-friendly.,Smartphone,212,0
43,Male,Germany,Bachelor’s degree,6205.0,2,Part-time employee,2,"Gym/Fitness,Football/Soccer",10.9,1,1,2590.0,Occasionally,Rarely,"Speed of delivery,Price,Brand,Customer reviews,Sustainability,Easy returns,Style","Decathlon,Nike,Local/Other",4–7 days,Other,4,4,Yes,No,"Split shipments,Slow delivery,High shipping fees,Limited eco-friendly options,Poor tracking updates",4,3,5,4,5,5,Flexible delivery,More than 2 weeks,10,90.0,53.9,4,3,1,5,3,Competition / performance,Shipping costs are high.,Offer faster standard shipping.,Smartphone,212,0
28,Female,France,High-school diploma / equivalent,4774.0,4,Retired,1,Basketball,6.0,5,5,1761.0,Rarely,Occasionally,"Price,Sustainability,Customer reviews,Brand,Speed of delivery,Easy returns,Style",Under Armour,2–3 days,Other,3,2,Yes,Yes,"High shipping fees,Poor tracking updates,Slow delivery,Split shipments,Limited eco-friendly options",3,1,3,4,3,2,Product sustainability information,No preference,15,18.0,97.2,10,5,5,4,2,Competition / performance,Shipping costs are high.,Make packaging eco-friendly.,Smartphone,333,1
35,Female,India,High-school diploma / equivalent,5870.0,5,Full-time employee,2,"Swimming,Running/Jogging",5.6,3,3,7411.0,Always,Rarely,"Speed of delivery,Price,Brand,Customer reviews,Sustainability,Easy returns,Style","Local/Other,Adidas",1–2 weeks,Other,2,3,No,Yes,"High shipping fees,Split shipments,Limited eco-friendly options,Poor tracking updates,Slow delivery",4,5,5,5,5,3,Personalised offers & discounts,4–7 days,10,143.0,84.8,9,1,4,3,5,Socialising / community,Shipping costs are high.,Offer faster standard shipping.,Smartphone,453,1
32,Female,Germany,Master’s degree,4991.0,1,Part-time employee,3,"Swimming,Running/Jogging,Cycling",11.4,3,3,7405.0,Rarely,Rarely,"Brand,Price,Speed of delivery,Style,Customer reviews,Sustainability,Easy returns","Adidas,Local/Other",4–7 days,Limited sizing,3,5,No,No,"High shipping fees,Poor tracking updates,Split shipments,Slow delivery,Limited eco-friendly options",4,3,4,5,5,5,Single-cart checkout,4–7 days,20,12.0,100.0,10,4,3,3,4,Appearance / aesthetics,Shipping costs are high.,Make packaging eco-friendly.,Smartphone,377,1
55,Female,UAE,Bachelor’s degree,4438.0,5,Student,1,Swimming,8.2,3,3,1557.0,Occasionally,Never,"Sustainability,Brand,Easy returns,Price,Speed of delivery,Customer reviews,Style","Decathlon,Adidas",4–7 days,Lack of sustainability info,3,4,Yes,Yes,"Split shipments,Limited eco-friendly options,Slow delivery,High shipping fees,Poor tracking updates",5,3,4,5,5,5,Flexible delivery,1–2 weeks,15,37.0,59.9,5,4,3,4,5,Stress relief / mental health,Sizing charts are confusing.,Make packaging eco-friendly.,Smartphone,387,0
39,Male,US,Bachelor’s degree,7446.0,4,Full-time employee,2,"Football/Soccer,Basketball",7.6,3,3,1993.0,Occasionally,Occasionally,"Speed of delivery,Price,Sustainability,Brand,Customer reviews,Easy returns,Style","Puma,Local/Other,Under Armour,Nike",4–7 days,Other,3,4,Yes,Yes,"High shipping fees,Slow delivery,Split shipments,Limited eco-friendly options,Poor tracking updates",5,3,3,3,4,3,Personalised offers & discounts,1–2 weeks,25,33.0,60.6,6,5,5,4,3,Appearance / aesthetics,Sizing charts are confusing.,Make packaging eco-friendly.,Smartphone,205,0
29,Female,India,Master’s degree,5325.0,5,Full-time employee,2,"Basketball,Gym/Fitness",8.3,2,1,6462.0,Rarely,Frequently,"Sustainability,Speed of delivery,Customer reviews,Easy returns,Price,Brand,Style",Local/Other,1 day,Other,3,4,Yes,Yes,"Poor tracking updates,Slow delivery,High shipping fees,Split shipments,Limited eco-friendly options",4,5,2,2,2,4,Personalised offers & discounts,4–7 days,15,11.0,84.8,6,5,2,5,1,Stress relief / mental health,Shipping costs are high.,Make packaging eco-friendly.,Smartphone,184,0
22,Male,India,High-school diploma / equivalent,4554.0,1,Part-time employee,1,Yoga/Pilates,3.4,2,1,865.0,Rarely,Occasionally,"Price,Sustainability,Speed of delivery,Brand,Easy returns,Customer reviews,Style","Local/Other,Puma",2–3 days,High prices,3,1,No,Maybe,"High shipping fees,Split shipments,Slow delivery,Poor tracking updates,Limited eco-friendly options",3,4,2,4,5,3,Flexible delivery,4–7 days,15,55.0,63.5,3,4,5,3,2,Competition / performance,Shipping costs are high.,Offer faster standard shipping.,Smartphone,361,0
17,Male,Australia,Bachelor’s degree,2895.0,3,Full-time employee,3,"Gym/Fitness,Swimming,Football/Soccer",8.3,5,5,9623.0,Never,Frequently,"Customer reviews,Brand,Price,Sustainability,Speed of delivery,Easy returns,Style","Nike,Lululemon",1 day,Other,5,4,Yes,Yes,"Poor tracking updates,Split shipments,Slow delivery,Limited eco-friendly options,High shipping fees",5,3,5,4,5,5,Single-cart checkout,2–3 days,15,54.0,88.3,6,5,3,3,4,Overall health,Sizing charts are confusing.,Offer faster standard shipping.,Smartphone,195,0
32,Female,UAE,Bachelor’s degree,8444.0,7,Full-time employee,2,"Yoga/Pilates,Football/Soccer",7.3,3,2,5869.0,Occasionally,Rarely,"Speed of delivery,Brand,Price,Easy returns,Sustainability,Customer reviews,Style","Puma,Local/Other,Decathlon",2–3 days,Lack of sustainability info,3,3,No,Yes,"High shipping fees,Limited eco-friendly options,Split shipments,Poor tracking updates,Slow delivery",4,3,4,3,3,4,Personalised offers & discounts,1–2 weeks,10,9.0,73.9,9,1,3,3,2,Overall health,Sizing charts are confusing.,Offer faster standard shipping.,Laptop or desktop computer,451,1
24,Male,Germany,Bachelor’s degree,6027.0,5,Student,4,"Basketball,Swimming,Football/Soccer,Running/Jogging",12.2,3,3,1099.0,Always,Occasionally,"Style,Easy returns,Customer reviews,Price,Brand,Sustainability,Speed of delivery","Lululemon,Under Armour,Adidas",1 day,Lack of sustainability info,4,2,No,Yes,"Poor tracking updates,Split shipments,Slow delivery,High shipping fees,Limited eco-friendly options",4,2,4,2,4,3,Product sustainability information,1–2 weeks,10,61.0,100.0,9,3,3,5,4,Overall health,Sizing charts are confusing.,Offer faster standard shipping.,Other,187,1
19,Female,Australia,Other,3506.0,5,Full-time employee,1,Running/Jogging,4.8,4,4,2742.0,Occasionally,Frequently,"Price,Brand,Customer reviews,Speed of delivery,Easy returns,Style,Sustainability","Lululemon,Nike,Adidas",2–3 days,Long delivery times,4,2,No,Maybe,"Limited eco-friendly options,High shipping fees,Slow delivery,Split shipments,Poor tracking updates",3,2,5,4,2,4,Single-cart checkout,2–3 days,25,52.0,65.2,4,1,4,3,4,Socialising / community,Sizing charts are confusing.,Make packaging eco-friendly.,Laptop or desktop computer,392,0
25,Male,India,Master’s degree,6970.0,3,"Unemployed, looking for work",1,Yoga/Pilates,5.3,3,4,679.0,Rarely,Rarely,"Brand,Style,Price,Sustainability,Speed of delivery,Customer reviews,Easy returns",Adidas,2–3 days,Lack of sustainability info,3,4,Yes,Yes,"Split shipments,Slow delivery,Poor tracking updates,High shipping fees,Limited eco-friendly options",5,5,3,4,4,4,Single-cart checkout,4–7 days,15,104.0,56.4,6,3,4,3,4,Overall health,Sizing charts are confusing.,Offer faster standard shipping.,Smartphone,300,0
21,Female,Australia,Bachelor’s degree,3665.0,2,Student,2,"Football/Soccer,Swimming",7.8,2,2,1556.0,Frequently,Frequently,"Speed of delivery,Sustainability,Brand,Price,Customer reviews,Easy returns,Style",Adidas,1–2 weeks,Other,4,2,No,No,"Poor tracking updates,Split shipments,High shipping fees,Limited eco-friendly options,Slow delivery",4,5,5,4,2,3,Something else,4–7 days,10,62.0,100.0,10,4,4,4,5,Overall health,Sizing charts are confusing.,Make packaging eco-friendly.,Smartphone,359,1
43,Female,Canada,Master’s degree,4062.0,3,Self-employed / freelancer,1,Yoga/Pilates,4.0,3,3,1907.0,Always,Occasionally,"Price,Sustainability,Brand,Speed of delivery,Easy returns,Style,Customer reviews","Puma,Local/Other,Decathlon",1–2 weeks,Difficult returns,4,3,No,Yes,"Split shipments,Slow delivery,Limited eco-friendly options,High shipping fees,Poor tracking updates",4,5,4,5,4,5,Single-cart checkout,1–2 weeks,0,179.0,84.2,10,1,4,4,3,Appearance / aesthetics,Sizing charts are confusing.,Offer faster standard shipping.,Smartphone,241,1
37,Female,UAE,High-school diploma / equivalent,3881.0,4,Full-time employee,4,"Cycling,Football/Soccer,Gym/Fitness,Basketball",11.5,1,1,2233.0,Occasionally,Frequently,"Sustainability,Brand,Easy returns,Price,Customer reviews,Speed of delivery,Style",Lululemon,4–7 days,Other,1,3,Yes,Yes,"Split shipments,High shipping fees,Slow delivery,Poor tracking updates,Limited eco-friendly options",4,5,3,4,4,2,Personalised offers & discounts,1–2 weeks,15,24.0,100.0,9,4,4,5,4,Stress relief / mental health,Sizing charts are confusing.,Make packaging eco-friendly.,Laptop or desktop computer,171,1
30,Female,Brazil,Less than high-school,2420.0,3,Full-time employee,0,,6.3,1,1,8542.0,Occasionally,Occasionally,"Speed of delivery,Sustainability,Price,Brand,Easy returns,Customer reviews,Style",Nike,4–7 days,Limited sizing,2,1,Yes,Maybe,"Split shipments,Slow delivery,High shipping fees,Poor tracking updates,Limited eco-friendly options",5,5,5,3,3,4,Product sustainability information,4–7 days,25,21.0,58.7,5,4,3,2,4,Overall health,Sizing charts are confusing.,Offer faster standard shipping.,Smartphone,136,0
42,Female,US,High-school diploma / equivalent,6647.0,5,Full-time employee,3,"Running/Jogging,Swimming,Yoga/Pilates",8.8,4,4,8276.0,Always,Occasionally,"Style,Brand,Speed of delivery,Price,Sustainability,Easy returns,Customer reviews","Lululemon,Under Armour,Local/Other",2–3 days,Limited sizing,4,3,No,Yes,"Split shipments,High shipping fees,Poor tracking updates,Limited eco-friendly options,Slow delivery",3,5,4,4,5,4,Single-cart checkout,2–3 days,15,5.0,100.0,9,2,3,2,5,Overall health,Shipping costs are high.,Make packaging eco-friendly.,Smartphone,354,1
31,Male,India,Bachelor’s degree,2386.0,4,"Unemployed, looking for work",2,"Running/Jogging,Basketball",6.2,5,5,9418.0,Rarely,Frequently,"Brand,Speed of delivery,Customer reviews,Price,Easy returns,Sustainability,Style","Lululemon,Adidas",4–7 days,High prices,3,4,No,Yes,"Poor tracking updates,Limited eco-friendly options,Slow delivery,High shipping fees,Split shipments",5,5,2,5,5,5,Single-cart checkout,1–2 weeks,10,21.0,100.0,9,4,4,3,3,Competition / performance,Shipping costs are high.,Offer faster standard shipping.,Smartphone,437,1
23,Female,UAE,Bachelor’s degree,2796.0,4,Full-time employee,1,Yoga/Pilates,10.2,4,3,2458.0,Frequently,Frequently,"Price,Sustainability,Brand,Easy returns,Speed of delivery,Customer reviews,Style","Adidas,Nike",4–7 days,High prices,3,1,Yes,Maybe,"Slow delivery,Poor tracking updates,High shipping fees,Split shipments,Limited eco-friendly options",2,5,4,1,4,3,Single-cart checkout,4–7 days,15,39.0,54.3,6,4,4,4,4,Overall health,Sizing charts are confusing.,Offer faster standard shipping.,Smartphone,445,0
42,Male,Brazil,Bachelor’s degree,2400.0,2,Full-time employee,0,,4.5,1,1,1847.0,Occasionally,Rarely,"Brand,Easy returns,Price,Customer reviews,Style,Sustainability,Speed of delivery","Nike,Local/Other,Puma,Adidas",1–2 weeks,Long delivery times,2,2,Yes,Yes,"Slow delivery,High shipping fees,Split shipments,Poor tracking updates,Limited eco-friendly options",4,4,5,4,5,4,Single-cart checkout,4–7 days,30+,49.0,29.4,2,4,2,3,5,Appearance / aesthetics,Sizing charts are confusing.,Make packaging eco-friendly.,Smartphone,427,0
34,Female,Brazil,Master’s degree,4938.0,4,Full-time employee,2,"Running/Jogging,Basketball",6.5,3,4,10934.0,Always,Always,"Sustainability,Brand,Easy returns,Price,Speed of delivery,Customer reviews,Style","Nike,Adidas,Under Armour",1 day,Other,2,4,Yes,Maybe,"Poor tracking updates,High shipping fees,Split shipments,Slow delivery,Limited eco-friendly options",4,3,2,3,5,1,Flexible delivery,1–2 weeks,15,21.0,44.5,3,5,5,3,4,Socialising / community,Sizing charts are confusing.,Offer faster standard shipping.,Smartphone,381,0
22,Female,France,Bachelor’s degree,4258.0,5,Full-time employee,2,"Swimming,Yoga/Pilates",9.3,1,1,4899.0,Always,Rarely,"Brand,Customer reviews,Price,Sustainability,Speed of delivery,Easy returns,Style","Local/Other,Adidas,Under Armour",4–7 days,Long delivery times,4,4,No,Yes,"Poor tracking updates,High shipping fees,Split shipments,Limited eco-friendly options,Slow delivery",4,4,4,2,4,5,Flexible delivery,4–7 days,10,53.0,100.0,8,3,4,5,5,Overall health,Sizing charts are confusing.,Offer faster standard shipping.,Smartphone,215,1
28,Female,Australia,Bachelor’s degree,4226.0,4,Full-time employee,1,Gym/Fitness,6.5,3,4,4163.0,Frequently,Never,"Customer reviews,Style,Price,Speed of delivery,Sustainability,Brand,Easy returns","Nike,Decathlon,Local/Other,Under Armour",4–7 days,Difficult returns,4,4,No,No,"High shipping fees,Slow delivery,Split shipments,Poor tracking updates,Limited eco-friendly options",4,4,5,4,3,3,Single-cart checkout,4–7 days,20,26.0,66.1,10,5,3,5,5,Competition / performance,Sizing charts are confusing.,Make packaging eco-friendly.,Smartphone,339,0
